dog_id,tbp_anaplasma,tbp_mycoplasma,tbp_ecanis,tbp_bgibsoni,tbp_bvogeli,tbp_hcanis,tbp_infecnum,tbp_infstat,tbp_comb,sam_date,sam_country,sam_long,sam_lat,dog_clinic,sam_avrf,sam_popdensity,sam_popdensitygrp,sam_rainfall,sam_precipitation,sam_temp_min,sam_temp_max,sam_temp_av,sam_rh_night,sam_rh_day,sam_daysrain,sam_temp,dog_clinic_type,dog_province,dog_zone,dog_breedgrp,dog_breed,dog_age_mo,dog_agegrp,dog_sex,dog_neuterstat,hx_exint,hx_cough,hx_dyspnoea,hx_dyspnoea_fq,hx_skin,hx_weightloss,hx_tkfvr,hx_epistaxis,hx_seizure,dog_dewrmed,dw_last,dw_type,dw_drug,dw_fq,dog_tkrx,tk_last,tk_fq,tk_roa,tk_topical,tk_systemic,tk_drug,tk_proper,tk_fqproper,tk_properlast,tk_anyproper,dog_condition,dog_bcs,dog_temp,cs_pyrexia,cs_eyes,cs_eyes_data,cs_ears,cs_ears_data,cs_nares,cs_nares_data,cs_mucsmem,cs_ln,cs_neuro,cs_breath,cs_urt,cs_sphep,cs_vomitdia,cs_appetite,cs_ascites,sk_nodules,sk_growths,sk_erythema,sk_pruritis,sk_hyperpig,sk_thick,sk_alopecia,sk_subcut,sk_dx,sk_magwound,sk_tick,sk_flea,sk_lice,sk_ecto,sk_wound,dog_zone2
CP022,0,0,0,1,0,0,1,1,G,17-Aug-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,110.5857145,"3,438",1,97.5,110.5857145,26.4,30.6,28.5,85.6,77,7,27.25,1,5,1,2,local,84,5,0,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,1,4.285714286,dn,dn,na,na,dn,0,0,1,1,2,3,na,na,0,na,0,na,0,na,na,na,na,na,na,0,0,na,na,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,2
CP023,0,0,0,1,0,0,1,1,G,29-Sep-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,566.4000001,"3,438",1,517.7,566.4000001,25.2,30,27.6,85.6,77,24,27.14,1,5,1,1,lab,6,2,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,3,3,na,na,0,na,0,na,0,na,3,0,0,0,0,0,1,na,0,na,na,na,na,na,unknwn,na,0,na,0,0,0,0,0,0,2
CP024,0,0,0,1,0,0,1,1,G,,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,,"3,438",1,,211.6714299,26.1,30.6,28.35,85.6,77,13,,1,5,1,na,unknwn,unknwn,na,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,na,na,unknwn,na,0,0,0,na,na,na,0,0,2
CP025,0,0,0,1,0,0,1,1,G,12-Aug-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,110.5857145,"3,438",1,97.5,110.5857145,26.4,30.6,28.5,85.6,77,7,27.25,1,5,1,1,st,8,2,0,0,0,0,1,na,0,1,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,2,2,38.3,3,0,na,0,na,0,na,1,na,0,1,1,0,na,na,0,na,na,na,na,na,unknwn,na,0,na,0,0,0,0,0,0,2
CP026,0,0,0,1,0,0,1,1,G,2-Oct-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,128.3571426,"3,438",1,125.6,128.3571426,26.1,30.7,28.4,85.6,77,11,26.86,1,5,1,1,st,40,4,0,0,0,0,0,0,0,0,1,0,0,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,3,4,39.1,3,0,na,0,na,0,na,1,0,0,0,0,1,0,na,0,na,na,na,na,na,unknwn,na,0,na,0,0,0,0,0,0,2
CP027,0,0,0,1,0,0,1,1,G,10-Sep-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,566.4000001,"3,438",1,517.7,566.4000001,25.2,30,27.6,88.6,80.4,24,27.14,1,5,1,1,gs,9,2,0,0,0,0,0,0,0,0,1,0,0,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,2,3,40.6,1,0,na,0,na,0,na,1,na,0,1,0,0,0,1,0,na,na,1,na,na,unknwn,na,0,1,0,0,1,0,1,0,2
CP028,0,0,0,1,0,0,1,1,G,25-Aug-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,110.5857145,"3,438",1,97.5,110.5857145,26.4,30.6,28.5,84.5,76,7,27.25,1,5,1,1,gs,75,5,1,0,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,3,3,na,na,0,na,0,na,0,na,3,na,0,0,0,0,1,1,0,na,na,na,na,na,unknwn,na,0,na,0,0,0,0,0,0,2
CP029,0,0,0,1,0,1,2,1,GH,25-Aug-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,110.5857145,"3,438",1,97.5,110.5857145,26.4,30.6,28.5,84.5,76,7,27.25,1,5,1,2,local,71,4,1,0,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,3,4,na,na,0,na,0,na,0,na,3,0,0,1,0,0,na,1,0,na,na,na,na,na,unknwn,na,0,na,0,0,0,0,0,0,2
CP030,0,0,0,1,0,0,1,1,G,15-Sep-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,566.4000001,"3,438",1,517.7,566.4000001,25.2,30,27.6,88.6,80.4,24,27.14,1,5,1,1,lab,92,5,1,0,1,1,1,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,na,na,38.4,3,0,na,0,na,0,na,1,na,0,1,0,0,na,na,1,na,na,na,na,na,unknwn,na,0,na,0,1,0,0,1,0,2
CP031,0,1,0,1,0,0,2,1,MG,26-Aug-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,110.5857145,"3,438",1,97.5,110.5857145,26.4,30.6,28.5,84.5,76,7,27.25,1,5,1,2,local,100,5,1,0,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,1,1,37.8,2,0,na,0,na,0,na,1,na,0,0,0,0,na,1,0,na,na,na,na,na,unknwn,na,0,na,0,0,0,0,0,0,2
CP032,0,0,0,0,0,0,0,0,None,26-Aug-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,110.5857145,"3,438",1,97.5,110.5857145,26.4,30.6,28.5,84.5,76,7,27.25,1,5,1,1,gr,68,4,1,0,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,2,4,39.4,1,0,na,0,na,0,na,3,0,0,0,0,0,na,na,0,na,na,na,na,na,unknwn,na,0,na,0,0,0,0,0,0,2
CP033,0,0,0,0,1,1,2,1,VH,26-Aug-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,110.5857145,"3,438",1,97.5,110.5857145,26.4,30.6,28.5,84.5,76,7,27.25,1,5,1,2,local,90,5,1,0,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,2,2,36.8,2,0,na,0,na,0,na,1,na,1,0,0,0,1,na,0,na,na,na,na,na,unknwn,na,0,na,0,0,0,0,0,0,2
CP034,0,0,0,1,0,0,1,1,G,15-Sep-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,566.4000001,"3,438",1,517.7,566.4000001,25.2,30,27.6,88.6,80.4,24,27.14,1,5,1,1,rot,7,2,0,0,na,na,na,0,na,na,1,0,0,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,3,3,38.5,3,0,na,0,na,0,na,1,na,0,0,0,0,1,na,0,na,na,na,na,na,unknwn,na,0,na,0,0,0,0,0,0,2
CP035,0,0,0,1,0,0,1,1,G,15-Sep-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,566.4000001,"3,438",1,517.7,566.4000001,25.2,30,27.6,88.6,80.4,24,27.14,1,5,1,2,local,39,4,0,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,2,3,na,na,0,na,0,na,0,na,1,0,0,0,0,0,0,na,0,na,na,na,na,na,unknwn,na,0,1,0,0,1,0,1,0,2
CP036,0,0,0,0,0,0,0,0,None,15-Sep-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,566.4000001,"3,438",1,517.7,566.4000001,25.2,30,27.6,88.6,80.4,24,27.14,1,5,1,2,local,4,1,1,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,3,3,37.2,3,0,na,0,na,0,na,1,0,0,0,0,0,na,na,0,0,0,0,0,0,normal,0,0,1,0,0,1,0,1,1,2
CP037,0,0,0,1,0,0,1,1,G,27-Sep-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,566.4000001,"3,438",1,517.7,566.4000001,25.2,30,27.6,88.6,80.4,24,27.14,1,5,1,1,lab,56,4,0,0,1,1,1,2,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,2,3,38.4,3,0,na,0,na,0,na,3,na,0,1,1,0,na,na,1,na,na,na,na,na,unknwn,na,0,na,0,0,0,0,0,0,2
CP038,0,0,0,1,0,1,2,1,GH,24-Sep-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,566.4000001,"3,438",1,517.7,566.4000001,25.2,30,27.6,88.6,80.4,24,27.14,1,5,1,2,local,27,4,1,1,na,na,na,0,na,na,1,0,0,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,2,2,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,na,na,unknwn,na,0,0,0,na,na,na,0,0,2
CP039,0,0,0,1,0,0,1,1,G,29-Jul-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,211.6714299,"3,438",1,195.2,211.6714299,26.1,30.6,28.35,86.5,77.8,13,27.36,1,5,1,1,rot,144,6,1,0,na,na,na,0,na,na,1,0,0,1,25.71428571,1,8,dn,na,na,na,na,na,na,na,0,0,0,0,2,2,38.4,3,0,na,0,na,0,na,1,1,0,na,na,0,na,na,0,na,na,na,na,na,unknwn,na,0,na,0,0,0,0,0,0,2
CP041,0,0,0,1,0,0,1,1,G,30-Jul-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,211.6714299,"3,438",1,195.2,211.6714299,26.1,30.6,28.35,86.5,77.8,13,27.36,1,5,1,1,lab,7,2,1,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,3,3,39.6,1,0,na,0,na,0,na,1,0,0,0,0,0,1,1,0,na,na,na,na,na,unknwn,na,0,na,0,0,0,0,0,0,2
CP042,0,1,0,1,0,0,2,1,MG,4-Aug-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,110.5857145,"3,438",1,97.5,110.5857145,26.4,30.6,28.5,84.5,76,7,27.25,1,5,1,1,rot,12,2,1,0,0,0,0,0,0,0,1,0,0,1,dn,1,8,dn,na,na,na,na,na,na,na,0,0,0,0,3,3,39.2,1,0,na,0,na,0,na,1,0,0,0,0,0,na,na,0,na,na,na,na,na,unknwn,na,0,na,0,0,0,0,0,0,2
CP043,0,0,0,1,0,1,2,1,GH,10-Aug-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,110.5857145,"3,438",1,97.5,110.5857145,26.4,30.6,28.5,84.5,76,7,27.25,1,5,1,1,gr,9,2,0,0,0,0,0,0,0,0,na,na,na,1,4.285714286,1,1,2,na,na,na,na,na,na,na,0,0,0,0,2,3,39.2,1,0,na,0,na,0,na,1,na,0,0,0,0,na,1,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,2
CP044,0,0,0,1,0,0,1,1,G,30-Jul-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,211.6714299,"3,438",1,195.2,211.6714299,26.1,30.6,28.35,86.5,77.8,13,27.36,1,5,1,1,rot,7,2,1,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,3,3,39.3,1,0,na,0,na,0,na,1,na,0,0,0,0,na,1,0,na,na,na,na,na,unknwn,na,0,na,0,0,0,0,0,0,2
CP045,0,0,0,1,0,1,2,1,GH,29-Jul-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,211.6714299,"3,438",1,195.2,211.6714299,26.1,30.6,28.35,86.5,77.8,13,27.36,1,5,1,2,local,40,4,0,na,0,0,0,0,na,na,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,2,3,na,na,0,na,0,na,0,na,3,0,0,0,0,0,na,1,0,na,na,na,na,na,unknwn,na,0,na,0,0,0,0,0,0,2
CP046,0,0,0,0,0,0,0,0,None,13-Aug-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,110.5857145,"3,438",1,97.5,110.5857145,26.4,30.6,28.5,84.5,76,7,27.25,1,5,1,na,unknwn,22,3,0,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,2,2,39.1,3,0,na,0,na,0,na,na,na,na,na,na,0,na,na,1,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,2
CP050,0,0,0,1,0,1,2,1,GH,28-Jul-20,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,211.6714299,"3,438",1,195.2,211.6714299,26.1,30.6,28.35,86.5,77.8,13,27.36,1,5,1,1,cs,124,4,1,0,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,na,na,40,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,unknwn,na,0,na,0,na,na,na,0,0,2
CP051,0,0,0,1,0,0,1,1,G,,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,,"3,438",1,,211.6714299,26.1,30.6,28.35,86.5,77.8,13,,1,5,1,1,dash,67,4,1,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,unknwn,na,0,na,0,na,na,na,0,0,2
CP052,0,0,0,1,0,0,1,1,G,,sri_laanka,79.990761300,6.878836200,City Pet - Athurugiriya,,"3,438",1,,211.6714299,26.1,30.6,28.35,86.5,77.8,13,,1,5,1,1,rot,25,4,1,0,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,unknwn,na,0,na,0,na,na,na,0,0,2
J001,0,0,0,0,0,0,0,0,None,23-Mar-21,sri_laanka,80.030250200,9.694372500,"Government Veterinary Office, Nallur",71.40000051,628,2,1.6,0.533333334,23.2,32.4,27.8,67.1,67.1,1,28.68,0,3,0,na,unknwn,unknwn,na,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,unknwn,na,0,na,0,na,na,na,0,0,3
J002,0,0,0,0,0,0,0,0,None,23-Mar-21,sri_laanka,80.030250200,9.694372500,"Government Veterinary Office, Nallur",71.40000051,628,2,1.6,0.533333334,23.2,32.4,27.8,67.1,67.1,1,28.68,0,3,0,2,local,48,4,0,0,na,na,na,0,na,na,na,na,na,na,na,na,na,na,1,dn,dn,dn,na,na,dn,0,0,0,0,2,2,na,na,0,na,0,na,0,na,1,0,0,0,0,na,na,1,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,3
J003,0,0,0,0,0,0,0,0,None,23-Mar-21,sri_laanka,80.030250200,9.694372500,"Government Veterinary Office, Nallur",71.40000051,628,2,1.6,0.533333334,23.2,32.4,27.8,67.1,67.1,1,28.68,0,3,0,2,local,30,4,1,0,na,na,na,0,na,na,na,na,na,na,na,na,na,na,1,dn,dn,dn,na,na,dn,0,0,0,0,2,2,na,na,0,na,0,na,0,na,3,na,0,na,na,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,3
J004,0,0,0,1,0,0,1,1,G,23-Mar-21,sri_laanka,80.191230400,9.674676400,"Max Vet Care - Animal hospital, Meesalai",71.40000051,628,2,1.6,0.533333334,23.2,32.4,27.8,67.1,67.1,1,28.68,1,3,0,2,local,36,4,1,1,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,2,2,na,na,0,na,0,na,0,na,3,na,na,na,1,na,na,na,0,0,0,1,1,0,normal,1,0,1,0,1,1,0,1,0,3
J005,0,0,0,1,0,0,1,1,G,23-Mar-21,sri_laanka,80.191230400,9.674676400,"Max Vet Care - Animal hospital, Meesalai",71.40000051,628,2,1.6,0.533333334,23.2,32.4,27.8,67.1,67.1,1,28.68,1,3,0,2,local,60,4,1,1,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,2,3,na,na,0,na,0,na,0,na,3,na,na,0,0,na,na,na,0,na,na,na,na,na,normal,0,0,0,0,0,0,0,0,0,3
J006,0,0,0,1,0,0,1,1,G,23-Mar-21,sri_laanka,80.191230400,9.674676400,"Max Vet Care - Animal hospital, Meesalai",71.40000051,628,2,1.6,0.533333334,23.2,32.4,27.8,67.1,67.1,1,28.68,1,3,0,2,local,60,4,1,1,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,2,3,na,na,0,na,0,na,0,na,3,na,na,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,3
J010,0,0,0,0,0,0,0,0,None,23-Mar-21,sri_laanka,80.030250200,9.694372500,"Government Veterinary Office, Nallur",71.40000051,628,2,1.6,0.533333334,23.2,32.4,27.8,67.1,67.1,1,28.68,0,3,0,2,local,5,1,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,2,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,1,1,0,normal,na,0,1,0,na,na,na,0,0,3
J020,0,0,0,0,0,0,0,0,None,24-Mar-21,sri_laanka,80.030250200,9.694372500,"Government Veterinary Office, Nallur",71.40000051,628,2,1.6,0.533333334,23.2,32.4,27.8,67.1,67.1,1,28.68,0,3,0,2,local,120,5,0,0,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,unknwn,na,0,na,0,na,na,na,0,0,3
J030,0,0,0,0,0,0,0,0,None,24-Mar-21,sri_laanka,80.030250200,9.694372500,"Government Veterinary Office, Nallur",71.40000051,628,2,1.6,0.533333334,23.2,32.4,27.8,67.1,67.1,1,28.68,0,3,0,na,unknwn,unknwn,na,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,unknwn,na,0,na,0,na,na,na,0,0,3
J040,0,0,0,0,0,0,0,0,None,24-Mar-21,sri_laanka,80.030250200,9.694372500,"Government Veterinary Office, Nallur",71.40000051,628,2,1.6,0.533333334,23.2,32.4,27.8,67.1,67.1,1,28.68,0,3,0,na,unknwn,unknwn,na,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,unknwn,na,0,na,0,na,na,na,0,0,3
K001,0,0,0,1,0,0,1,1,G,23-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,1,lab,36,4,0,1,0,0,0,0,1,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,3,4,38.6,3,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,1,0,unknwn,na,0,1,0,0,1,0,1,0,1
K002,0,0,0,1,0,0,1,1,G,23-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,1,gs,48,4,1,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,1,0.571428571,5,1,powder,na,dn,0,0,1,1,2,3,na,na,0,na,1,maggot infested wound,0,na,3,1,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,1,0,0,1,0,1,1,1
K003,0,0,0,1,0,1,2,1,GH,23-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,60,4,0,1,0,na,0,0,na,na,na,0,0,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,3,4,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K004,0,0,0,0,0,0,0,0,None,23-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,1,pom,192,6,0,0,na,na,0,0,na,na,0,0,0,1,51.42857143,1,8,dn,1,51.42857143,5,1,powder,na,5,0,0,0,0,3,2,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K005,0,0,0,0,0,0,0,0,None,23-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,1,gs,27,4,0,0,0,0,0,0,0,0,1,0,0,1,dn,1,1,2,1,dn,4,2,na,oral,3,1,0,0,0,3,4,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K006,0,0,0,0,0,0,0,0,None,23-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,1,gs,72,4,1,0,0,0,0,0,1,na,1,0,0,1,51.42857143,1,1,dn,1,dn,dn,2,na,oral,3,0,0,0,0,2,5,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K007,0,0,1,0,0,0,1,1,E,23-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,1,boxer,84,5,0,0,0,0,0,0,0,na,0,0,0,1,dn,1,8,3,1,dn,dn,2,na,oral,3,0,0,0,0,1,2,na,na,0,na,0,na,0,na,1,0,0,0,0,na,na,na,0,0,0,1,0,0,normal,0,0,1,0,0,0,0,0,0,1
K008,0,0,0,0,0,0,0,0,None,23-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,unknwn,na,0,na,0,0,0,0,0,0,0,0,0,1,dn,dn,8,dn,0,na,na,na,na,na,na,0,0,0,0,3,3,na,na,na,na,0,na,1,unknwn,3,0,0,0,0,na,na,1,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K009,0,0,0,1,0,0,1,1,G,23-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,1,dob,108,5,0,0,0,0,0,0,0,0,0,0,0,1,dn,1,1,dn,1,dn,dn,1,powder,na,1,0,0,0,0,3,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,1,1,0,0,0,0,1,1
K010,0,1,0,0,0,0,1,1,M,23-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,12,2,1,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,1,dn,dn,1,powder,na,5,0,0,0,0,2,3,na,na,0,na,0,na,0,na,1,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,1,1,0,1,0,1,1,1
K011,0,0,0,0,0,0,0,0,None,24-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,14,3,0,0,0,0,0,0,1,0,0,0,0,1,12.85714286,1,1,2,1,25.71428571,7,dn,na,na,dn,0,0,0,0,2,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,0,0,0,0,0,0,0,0,normal,0,0,0,0,1,0,0,1,0,1
K012,0,0,0,0,0,0,0,0,None,24-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,9,2,0,0,0,0,0,0,1,0,0,0,0,1,25.71428571,dn,8,dn,1,dn,dn,1,shampoo,na,dn,0,0,0,0,3,4,na,na,0,na,0,na,0,na,3,0,0,0,0,na,0,0,0,0,0,0,1,0,normal,0,0,1,0,1,1,0,1,0,1
K013,0,0,0,1,0,0,1,1,G,24-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,132,5,0,1,0,0,0,0,1,0,0,0,0,1,dn,1,8,dn,1,4.285714286,5,1,spoton,na,dn,0,0,1,1,2,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,1,0,normal,0,0,1,0,0,1,0,1,0,1
K014,0,0,0,0,0,0,0,0,None,24-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,36,4,0,1,0,0,0,0,1,0,0,0,0,1,dn,1,1,dn,1,dn,3,1,solution,na,dn,1,0,0,0,3,4,na,na,0,na,0,na,0,na,3,0,0,0,0,na,1,na,0,0,0,0,0,0,normal,0,0,0,0,0,1,0,1,0,1
K015,0,0,0,0,0,0,0,0,None,24-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,180,6,1,0,0,0,0,0,1,0,0,0,0,1,51.42857143,1,8,dn,1,dn,dn,2,na,inject,2,0,0,0,0,1,3,na,na,0,na,0,na,0,na,1,1,0,0,0,na,na,na,0,0,0,0,0,1,increased,1,0,1,0,1,1,0,1,0,1
